Name,Height,Weight
Michael Leahy,185,78
Conor Clifford,182,77
Liam O'Brien,193,79
Robert Sandnes,177,72
Aaron Greene,180,73
Amadaiya Rennie,185,74
Islam Feruz,163,60
Victor Grodås,186,86
Ismael Diakite,174,61
Harry Beautyman,178,74
Ronan Murray,170,70
Thierry Audel,187,79
Alişan Şeker,187,83
Thomas Nørgaard,185,77
Emil Hedvall,191,85
Simen Rafn,172,70
David Webster,185,74
Curtis Main,178,67
Scott Boden,180,70
Darren Meenan,175,72
Søren Frederiksen,186,76
Emanuel Schreiner,181,74
Peter Murphy,183,70
Jake Hyde,185,84
Andrew Fleming,180,67
Rob Lainton,194,75
Elliot Parish,188,83
Dariusz Jarecki,184,68
Mario Mutsch,174,74
Rene Gilmartin,197,101
Tom Champion,190,78
Drew Talbot,178,72
Sito Riera,185,75
Joe Anyon,188,90
Thomas Stewart,183,77
Alex Lawless,180,67
Liam Davis,185,73
Jean-Francois Kornetzky,196,87
Michael Rose,180,78
Aaron Downes,185,82
Matthew Bates,178,77
Danilo Arrieta,170,69
Kim Chul Ho,177,68
Josh Gowling,190,80
Gary Rogers,188,87
Franz Burgmeier,177,73
Antoni Łukasiewicz,187,85
Kyriakos Stamatopoulos,188,80
Richard Garcia,181,72
Paul Gallacher,183,79
Chris Day,188,85
Matías Tissera,180,72
Leonel Álvarez,180,75
Lucas Cuevas,175,68
Carlos Vargas,176,76
Matias Tagliamonte,180,80
Esneyder Mena,177,64
Gabriel Rodrigues,193,86
Diego Gurri,178,64
Dmitry Bablyuk,171,69
Connor Maloney,168,66
Maxim Antukh,175,64
Dmitry Sasin,174,69
Cristián Echavarría,165,64
Mauricio Toni,185,77
Steve Ambri,178,64
Alex Fletcher,179,68
Ivan Lurati,190,75
Robbie McCourt,178,64
Joseph Bouasse,181,78
Ibrahim Sangaré,187,78
Yvan Neyou,180,63
Martin Maloca,176,70
Giacomo Poluzzi,186,74
Dever Orgill,183,75
Samuel Tetteh,180,68
Andreas Albech,190,78
Yasin Yavuz,178,73
Thomas Ephestion,189,87
Jeffre Vargas,180,76
Alexis Ferrante,175,74
Hasan Özkan,178,70
Daniil Bolshunov,178,72
Anton Miterev,192,77
Ado Onaiwu,180,74
Lucas,193,79
Hiromu Kori,184,77
Victor van den Bogert,185,81
Douglas Estay,182,72
Alfie May,176,72
Jonathan Ngwem,180,75
Georges Bokwé,190,82
Demetri Mitchell,175,75
Henry Wingo,183,77
Stefan Cleveland,188,84
Eddie Segura,182,78
Jesper Nyholm,183,74
Juan Foyth,179,69
Cameron Iwasa,178,79
Roni,175,67
Dayron Benavides,188,79
Gaëtan Weissbeck,177,70
Lee Sang Ki,179,74
Yoo Seung Min,180,60
Oleksandr Zubkov,182,71
Simeon Akinola,178,76
Samuele Birindelli,175,60
Paweł Tomczyk,184,76
Andrea Mastino,176,73
Jordi Cortizo,172,70
Alexandre Llovet,172,63
Walter Mazzantti,175,68
Dominik Franke,184,70
Dimitri Lavalée,184,75
Anastasios Chatzigiovannis,176,70
Khaled Al Samiri,167,66
Iñaki Santiago,180,78
Florian Baak,185,75
Anthony Caci,184,70
Johnny Koutroumbis,180,75
Calvin Stengs,182,74
Goudiaby Lemouya,178,69
Bozhidar Chorbadzhiyski,195,79
Maarten Paes,190,80
Ahmed Touba,184,75
Tomás Conechny,168,65
Simon Olsson,185,81
Asier,175,68
João Lima,182,77
Alessandro Plizzari,187,77
Alper Ademoglu,180,72
Burak Yıldır,175,65
Phil Neumann,191,78
Evans Mensah,165,60
Ellis Barkworth,174,74
Erdal Öztürk,172,60
Abdulaziz Al Nashi,176,69
Duque,178,70
Furkan Zorba,185,77
Pablo Cuadra,172,64
Christian Kouamé,185,70
Axel Mohamed Bakayoko,179,69
Nicolas Basin,169,62
Francesco Di Nolfo,178,65
Rodrigo Alírio,180,71
Drilon Cenaj,185,83
Jadaan Al Shammari,182,74
Abdulmalek Al Shammary,177,63
Rodrigo Cabalucci,173,65
Pavel Kudryashov,176,65
Carlos López,184,78
Jurrian Jouvenaar,184,70
Maximilian Entrup,179,75
Dara O'Shea,178,65
Vladimir Golemić,192,83
Sam Schreck,180,67
Nicolás Álvarez,176,81
Roman Laspalles,178,66
Roberto Salcedo,184,73
Álex Lázaro,192,79
Jimmy Dunne,181,75
Rodrigo Viega,180,75
Gabriel Leiva,185,80
Omar Abdulaziz Al Sunain,167,70
Robbie Leitch,182,75
Daniel Rojano,180,75
Rafał Dobroliński,194,81
Marcin Warcholak,182,81
Dmitriy Kamenschikov,182,70
Diego De la Tejera,175,64
Maxim Leitsch,188,75
Jacob Rasmussen,190,81
Steve Ryckaert,185,80
Marcel Holzmann,171,71
Christoph Riegler,185,83
Teddy Bouriaud,175,66
Daniel Anyembe,180,76
Frederik Gytkjær,180,75
Aldo Araujo,164,60
Isaac Hemans,175,70
Markus Schubert,186,82
Vincent Onovo,171,82
Cristian Nevinha,186,78
Melvin Neves,177,68
Lucio Chiappero,175,70
Gino Fechner,186,78
Brahyan Rivas,174,70
Jack Evans,178,69
Azzedine Zaidi,175,70
Thijmen Nijhuis,196,83
Dudu,172,67
Nahuel Pájaro,180,70
Vincent Schmidt,175,70
Felix Bindelöv,178,71
Alexey Tataev,183,75
Stefano Contreras,175,75
Manuel Maranda,188,82
Valentin Henry,178,73
Jo Ju Young,186,80
Shota Tamura,168,62
Joaquín Torres,177,70
Mason Mount,175,64
Yukio Tsuchiya,177,73
Shuto Nakahara,172,64
Yoshiki Matsushita,174,63
Kunie Kitamoto,181,78
Yuto Koizumi,190,83
Tasuku Hiraoka,165,62
Takahiro Yanagi,183,77
Dominik Prokop,168,62
Koki Ogawa,183,70
Shintaro Shimizu,176,73
Nicolás Femia,185,73
Josh Tymon,178,74
Kyle Scott,172,60
Daisuke Watabe,170,67
Tetsuya Enomoto,180,76
Yoshiaki Fujita,180,73
Taku Akahoshi,185,80
Shigeto Masuda,189,83
Ryan Blair,186,76
Dylann Dufrenne,191,92
Kenya Matsui,187,72
Kei Ishikawa,185,83
Nicolas Kocik,185,80
Anfernee Dijksteel,183,72
Justin Tokishi Kinjo,180,72
Luke Amos,179,72
Han Ji Won,187,77
Kim Gyeong Jae,183,73
Christopher Martins Pereira,188,72
Julien Dacosta,178,74
Omar Holness,183,79
Danilo Acosta,180,77
Rowllin Borges,185,75
Tyler Miller,193,88
Killian Sanson,175,68
Aidan Friel,177,72
Jérémy Livolant,175,70
Carlos Pérez,184,75
Jimmy Mican,176,63
Ciarán Coll,178,64
Scott Wharton,182,75
Yhoan Andzouana,177,69
Liridon Silka,173,69
Bobo Sollander,190,90
Jorge Obregón,176,72
Aryn Williams,176,71
Duman Herrera,170,62
Filippo Bandinelli,180,74
Eduard Gutiérrez,184,84
Dani Hernández,181,75
Ronaldo Tavera,174,67
Diego Cruz,167,60
Joel Arimany,187,74
Jack Fitzwater,188,70
Ilya Viznovich,182,75
Jacob Tratt,190,85
Javito,180,75
Valentin Voisin,181,73
Ali Abdullah Hazazi,183,63
Abdullah Ali Al Megbas,170,57
Diego Soto,170,70
Matías Manríquez,170,67
Austine Ikenna,183,83
Louis Deschateaux,184,75
Frank Ronstadt,179,76
Kyle Storer,180,76
Harry Souttar,198,80
Julian Ryerson,170,70
Alexander Munksgaard,185,75
Ever Valencia,175,73
Volodymyr Koval,174,77
Fabián Astorga,174,71
Steven Da Veiga,176,80
Giorgi Jobava,172,68
Stephen Humphrys,185,69
Mateusz Hewelt,183,64
Joe Rodon,190,76
Antonio Torres,189,83
Axel Prohouly,182,75
Tim Wiesner,192,87
Lennert De Smul,180,71
Nikolai Rehnen,189,82
Helge Valvatne Sandvik,185,75
Geovanni Banguera,187,80
Ronaldo Ariza,168,60
Zachary Herivaux,185,68
Accursio Bentivegna,170,68
Vebjørn Walnum Vinje,184,78
Choi Bong Jin,193,83
Erik Granat,172,61
Andreas Helmersen,178,71
Holicharan Narzary,179,74
Eugeneson Lyngdoh,175,68
Augustin Fernandes,179,78
Leonardo Fontanesi,181,77
Joo Hyeon Woo,174,71
Emmanuel Onariase,188,82
Park Seon Hong,178,68
Timur Akmurzin,189,80
Dzenis Burnic,185,70
Yann Mabella,182,79
Jack Storer,185,70
Lucas Campana,180,70
Danilo Arboleda,189,77
Greg Luer,180,73
Maximiliano Méndez,174,70
Conor Donovan,188,80
Ashley Hunter,178,67
Steve Kuzmanovski,174,64
Kostadin Gadzhalov,186,75
Lucio Compagnucci,174,73
Jannik Pohl,183,77
Josh Bingham,182,81
Kabongo Tshimanga,180,78
Aaron McEneff,175,70
Sultan Ahmed Mandash,175,58
Christopher Rabitsch,182,70
Jamie McGrath,175,70
Ben Godfrey,183,74
Christopher Hamilton,185,74
Ola Adeyemo,183,74
Maurice Jerome Litka,180,68
Bradley Collins,184,69
Rezan Corlu,170,72
Francisco Ilarregui,170,68
Achille Campion,188,91
Emmanuel Sonupe,180,70
William Miller,176,70
Davide Costa,189,83
Mads Døhr Thychosen,178,65
Jeff Barria,188,83
Brayan Silva,188,78
Ahmed Al Oufi,168,68
Nicolas Haas,170,60
Hadi Al Abbas,176,70
Eric Björkander,184,73
Jazzi Barnum-Bobb,181,76
Luke Croll,185,76
Alex Purver,177,67
Mathias Greve,186,75
Russell Griffiths,188,85
Dany Da Silva,188,78
James Jones,175,68
Alex Whitmore,180,68
Aiborlang Khongjee,180,68
Reuf Duraković,196,92
Marco Schuster,179,73
Jonas Omlin,189,80
Sébastien Mpeck-Makendi,180,76
Darian MacKinnon,178,74
Ramon Cecchini,174,71
Michael Zacho,182,73
John Hou Sæter,180,74
Yeom Yu Shin,183,68
Kim Hyuk Jin,176,70
Kim Chol Ho,189,82
Roberto Ramírez,187,73
Nathan Smith,182,72
Hui Jiakang,180,74
Marko Nikolić,183,73
Jonathan Rasheed,191,91
Alex Jakubiak,177,66
Lars-Jørgen Salvesen,175,70
Jonatan Torres,187,73
Bae Seung Jin,182,75
Hrvoje Miličević,192,83
Arnab Mondal,179,70
Will Nightingale,185,84
Daniel O'Shaughnessy,190,80
Mohammed Al Harthi,178,72
Mamadou Sissako,171,71
Ryan Kitto,180,75
Matthew Ridenton,180,72
Andrea Fulignati,188,88
Miłosz Trojak,191,81
Vahid Hambo,190,82
José Jair Ruíz,174,66
Nicolas Lüchinger,174,69
Eoghan Stokes,172,70
Philipp Posch,181,79
Alan Ezequiel Martinez,195,90
Felix Dornebusch,193,89
Víctor Cantillo,178,73
Kamil Lech,190,85
Jeje Lalpekhlua,175,75
Juri Cisotti,175,62
Ming Yang Yang,172,63
Oliver Thychosen,184,81
Lukas Schubert,178,73
Atila Varga,188,79
Michael Brouwer,187,83
Gilli Rólantsson Sørensen,187,82
Cameron Kerr,175,75
Aaron Chapman,203,92
Andrew Hughes,190,81
Danny Wright,188,86
James Roberts,180,75
Ciaran O'Connor,183,68
Juan David Valencia,183,75
Liam Grimshaw,178,75
Fankaty Dabo,181,77
Joaquín Muñoz,181,82
Park Chung Hyo,188,78
Zakaria Al Sudani,186,76
Nick Townsend,181,91
Aaron Calver,186,76
Jake Gray,180,70
El-Hadji Ba,183,74
Danny Furlong,177,70
Gregory Karlen,185,75
Emil Bellander,193,94
Lewis Italiano,189,83
Jacob Blyth,191,77
George Glendon,177,72
Liam Graham,180,75
Alex Davey,191,84
Alwyn George,172,70
Sam Long,179,75
Luis Manuel García,183,84
Saqer Otayf,170,68
Abdulrahman Ada,170,65
Yousef Khamis Al Sawasan,167,57
Lorenzo Bardini,191,86
Thomas Castella,185,76
Philipp Erhardt,185,69
David Fitzpatrick,177,77
Aaron Barry,181,77
Luke Conlan,183,72
Georgios Sarris,188,82
Davide Mariani,176,70
Junior Joachim,179,76
Gary Shanahan,183,80
Max Crocombe,194,88
Peter Aase,175,66
Nicolas Hasler,180,73
Liam Wakefield,191,70
Curtis Thompson,178,77
Kevin Bigler,171,70
Anton Rodgers,171,68
Ben Wilson,186,74
William Frantzen,182,70
Mario Bühler,190,78
Daniel Potts,172,70
Dean Jarvis,178,71
Lee Burge,180,70
Marc McCallum,191,78
Keith Buckley,180,71
Inal Getigezhev,187,80
Lloyd Allinson,191,96
Ben Williamson,180,76
Hjörtur Logi Valgarðsson,182,77
Simon Thomas,188,77
Gary Shaw,189,85
Apti Akhyadov,175,67
Maciej Górski,183,75
Graham Kelly,171,68
Stefan Payne,180,74
Kim Kyo Bin,193,87
Keith Ward,168,65
Kamal Mustafa,174,74
Fozil Musaev,183,75
Calum Butcher,188,83
Pascal Schürpf,190,83
Lalo Fernández,191,77
Martin Grasegger,182,74
Marlon Jackson,188,81
Ma Leilei,180,68
Koji Nishimura,186,78
Richard Tait,180,74
Viktor Noring,196,90
Damian Piotrowski,172,68
Lloyd Saxton,190,88
Ben Tozer,185,81
Robbie Simpson,185,75
Jonathan Franks,174,73
Pádraig Amond,181,75
Patrick Kavanagh,172,75
Darren Dennehy,195,83
Diego Ciccone,173,80
Simone Grippo,188,82
Ian Morris,183,71
Tatsuya Tanaka,167,63
James McKeown,187,89
Kevin O'Connor,178,77
Mattias Hugosson,190,88
Curtis Weston,180,74
Scott Brown,170,64
Jonathan Smith,183,64
Diego Torres,171,68
Marcus Bean,180,73
Christian Terlizzi,190,80
Ryan Esson,185,79
Brian Jensen,185,78
Peter van der Vlag,189,75
Lee Mansell,175,68
Kevin Ellison,183,76
Eduard Löwen,188,91
Dani Góngora,181,75
Miguel Nazarit,184,75
Ruslan Salakhutdinov,173,63
Erdem Onur Beytaş,177,70
Michał Smolarczyk,180,72
Petar Mamić,182,75
Mate Tsintsadze,179,73
Cristian González,168,60
Baptiste Etcheverria,175,70
Abdullah Al Joui,167,66
Efraín Orona,181,68
Raoul Petretta,175,70
Nelson Insfrán,184,79
Sinan Yazıcı,180,75
Ümit Türker,173,69
Park Yi-Young,186,78
Patrick Sontheimer,168,65
Toshio Shimakawa,180,75
Ryota Suzuki,191,85
Hennos Asmelash,178,75
Joel Allwright,178,70
Ryuta Koike,169,64
Logan Ketterer,191,74
Jo Vetle Rimstad,188,84
Ethan Kutler,180,70
Jakob Nerwinski,183,79
Ivan Rozas,179,78
Seitaro Tomisawa,181,75
David Engström,189,89
Harlin Suárez,171,66
José Iván Rodríguez,169,62
Enzo Roggio,179,84
Tomás Guidara,173,68
Bajram Ajeti,179,80
Tomás Zanotti,178,74
Martín Sarrafiore,180,70
Mallik Wilks,180,71
Facundo Rizzi,175,70
Diego Ohlsson,190,82
Tyler Pasher,180,73
Federico Serra,166,63
Illia Briukhov,185,75
Facundo Britos,179,74
Mark Spenkelink,190,70
Cristian Mazo,186,70
Ángelo Martino,178,72
Erwin Heidekamp,185,78
Brian Koglin,186,77
Facundo Soloa,178,73
Quentin Bena,184,76
Berkay Yıldız,175,70
Ryan Lowry,181,76
Mattéo Guendouzi,180,68
Agustín Cardozo,176,69
Hiram Muñoz,168,85
Kadiri Mohammed,181,76
Abdulelah Al Bukhari,177,70
Rodrigo González,175,75
Nikola Mileusnic,180,70
Eduard Atuesta,180,71
Maurício Cortés,176,74
Giuseppe Cuomo,190,79
Said Llambay,172,76
Ronaldo Abarca,182,73
Vedat Karakuş,190,84
Alexandar Borkovic,184,80
Ivan Morales,180,76
Gonzalo Goñi,187,83
Arián Pucheta,180,84
Luca Zanimacchia,178,68
Fırat Tayboğa,180,73
Oğuzhan Kolak,180,70
Dario Alberto Polverini,184,77
Michael Ledger,185,77
José Perales,185,73
David Khurtsidze,177,71
Joel Soñora,177,64
Jamal Mohammad Al Dhafeeri,185,70
Faissal El Bakhtaoui,178,74
Niels Wouters,180,70
Dennis Geiger,172,65
Ibrahim Dresevic,186,81
Rami Kaib,178,63
Hassan Mohammed Raghfawi,177,63
Egor Golenkov,189,82
Vladislav Masalskiy,190,81
Dennis Antwi,183,80
Sadam Sulley,190,82
Josué Lázaro,178,70
Jakub Čunta,184,75
Fabio Eguelfi,178,74
Tim van de Berg,180,70
Liam Fisch,179,72
Artur Siemaszko,181,74
Elliott Moore,195,78
Dragomir Vukobratović,180,75
Przemysław Stolc,186,76
Vitaly Janelt,184,79
Husein Balic,183,75
Nicolás Maná,178,79
Andrés Iniestra,176,79
Juan Giraldo,173,70
Christian Fassnacht,185,74
Giuseppe Mastinu,175,77
Nils Seufert,179,68
Milan Dimun,186,76
Daniel Arzani,175,65
Houboulang Mendes,183,74
Sharly Mabussi,175,70
Sven Müller,190,90
Mateusz Kryczka,194,86
Admiral Muskwe,183,71
Harvey Barnes,179,68
Oualid Mamoun,186,72
Nathan McGinley,175,75
Cyril Fogacci,178,74
Andre Coker,184,81
Rubén Cepeda,178,68
Andreas Albers,192,88
Delphin Tshiembe,188,85
Ben Wynter,185,76
Mateo Puerta,172,60
Lassi Lappalainen,183,76
Sebastian Dahlström,181,83
Lucas Lingman,174,65
Aapo Halme,193,78
Alexander Hollman,174,65
Choi Myeong Jin,178,70
Jahmal Hector-Ingram,180,75
Siebe Van der Heyden,185,76
Alessio Castro-Montes,174,66
Cristian Calderón,171,66
John Salas,174,68
Sofiane Alakouch,175,61
Pontus Dahlberg,194,84
Jonathan León,188,72
Jonah Ayunga,188,80
Carlos Rodríguez,170,72
Luis Hurtado,179,76
Dani Hatakka,185,82
Fermín Antonini,179,73
Anthony Georgiou,179,73
Yoo Dong Gon,187,72
Santiago Villarreal,180,75
Reece Cole,178,65
Dubán Martínez,172,72
Tyler Adams,175,68
Lee Han Do,185,80
Kota Mori,175,69
Shun Kumagai,190,84
Daisuke Sakata,175,72
Takayuki Nakahara,181,76
Kohei Tezuka,176,66
Yuta Mishima,168,60
Akishige Kaneda,184,71
Ryuichi Kamiyama,188,94
Tsukasa Morishima,173,64
Koki Machida,187,70
Yu In Soo,177,69
Jun Amano,175,64
Shin Kanazawa,174,67
Ryo Okui,169,62
Jens Stage,187,83
Hiromu Mitsumaru,172,69
Abdulaziz Al Sharid,163,60
Facundo Cambeses,185,78
Kazunari Ichimi,181,77
Noriyoshi Sakai,179,82
Ken Matsubara,180,73
Ryo Takahashi,170,63
Keita Fujimura,182,72
Ryunosuke Noda,185,79
Mansour Najjar,176,67
Cy Goddard,178,58
Salvador Cordero,177,60
Nikolaj Hagelskjær,186,75
Adam Berry,175,70
Hubert Adamczyk,174,69
Marshall Hollingsworth,173,73
Jonny Bonner,177,75
Claudio Rubiano,180,72
Andrew Tarbell,191,88
Alastair Bray,186,80
Kim Jong Min,188,76
Ben White,182,72
Yanno Vanwelkenhuysen,182,72
Harry Monaghan,178,75
Calle Brown,196,91
Frederik Tingager,198,93
Camilo Blanco,171,66
Jan Bamert,183,75
Joey Katebian,177,72
Damien McNulty,184,86
Dean Lyness,191,76
James Justin,183,71
Ismaël Chester Diallo,178,74
Noel Mbo,185,82
Roberto Kakeeto,175,65
Stefan Nigro,172,70
Ethan Jones,180,85
Tobias Svendsen,174,74
Braian Rivero,178,74
Carl Johansson,173,64
Christian Maghoma,195,88
Moisés Ávila,170,68
Timi Max Elšnik,178,68
Ethan Robson,180,68
Fabrizio Alastra,185,79
Teixe Gaúcho,188,82
Héniton Pires,180,72
Dominik Schad,176,63
Vashon Neufville,172,67
Osama Al Khalaf,178,65
Svante Ingelsson,189,83
Ariel Lassiter,178,70
Rowan Liburd,193,72
Emil Łupiński,181,71
Harun Alpsoy,185,78
Cameron James,183,76
Eryin Sanhueza,179,80
Goran Jozinović,179,74
Riccardo Ferrara,193,85
Adrián Zendejas,196,84
Michael Gash,178,77
Niall Mason,180,78
Adetayo Edun,176,63
Aron Davies,188,70
Bryan Colula,177,69
Tomás Figueroa,180,73
Görkem Sağlam,178,72
Fernando Alarcón,185,77
Rasmus Rosenqvist,178,73
Rino Anto,173,74
Fredrik Michalsen,189,75
Christopher Lindquist,181,69
Elhadj Dabo,181,71
Bastian Kurz,178,73
Nathan Blissett,192,78
Harold Moukoudi,191,89
Benjamin Van Durmen,185,74
Elliott List,178,72
Kaan Akca,178,74
Richard Paredes,174,69
Dominik Reimann,185,81
Vincent Sierro,185,75
Kim Boo Gwan,172,60
Jeong YeongChong,180,70
Souheib Dhaflaoui,168,67
Harry Burgoyne,193,80
Manuel Nicoletti,180,73
Jorge Rico,180,75
Birhan Vatansever,180,72
Tobi Adebayo-Rowling,184,68
Alexandr Shubin,187,72
Bright Osayi-Samuel,175,72
Besard Sabovic,186,77
Matty Foulds,183,74
Mairon Quiñones,173,70
Sadiq El Fitouri,180,68
Diego Moreno,180,75
Ben McKendry,180,73
Gustav Berggren,180,80
Marvin Vallecilla,175,72
Pablo Benitez,171,68
Lee Desmond,183,75
Rodolfo Reyes,179,76
Diego Figueroa,181,76
Collin Fernandez,173,64
Erik Andersson,179,78
Greg Taylor,174,62
Tim Markström,199,92
Kilian Cantwell,186,76
Paul McKay,191,82
Ferdinando Del Sole,179,68
Filip Lesniak,176,70
Babajide David,178,69
Karlan Ahearne-Grant,183,70
Abdullah Al Ammar,170,68
Louis Béland-Goyette,178,63
Juan Méndez,175,75
Alexander McQueen,180,70
Thomas Hadler,196,79
Deimer Ruiz,180,70
Kyle Wootton,188,78
Zackarias Faour,182,68
Federico Serraiocco,191,83
David Ferguson,183,70
Scott Kashket,175,66
Viktor Götesson,181,74
Petar Gluhakovic,167,73
Darren Lyon,185,76
Nilson Castrillón,180,70
Bobson Bawling,178,70
Maicol Medina,180,68
Jarrod Bowen,174,70
Jonjoe Kenny,176,74
William Boyle,191,84
Valentin Baume,185,73
Dennis Rosin,182,78
Michael McSweeney,180,74
Max Clark,180,73
Tobias Schützenauer,180,70
Narayan Das,175,68
Mour Paye,174,68
Francois-Joseph Sollacaro,181,75
Patrick Berg,175,70
Alex Lacey,188,75
Thomas Manos,182,80
Callum Burton,188,80
John Berner,191,93
Rasmus Levin Martinsen,177,69
Conor O'Malley,190,83
Ben Whitfield,165,62
Josh O'Hanlon,187,76
Pier Luigi Grazziani,183,75
Daniel Alessi,186,78
Marko Maroši,190,80
Alexandre Menay,185,70
Alejandro Peñaranda,178,70
Joshua Debayo,183,68
Tom Conlon,173,62
Jonas Gemmer,183,76
David Brooks,166,62
Abdullah Haif Al Shammari,186,64
Fabio Bertoli,185,75
Will De Havilland,183,80
Niall Keown,183,66
Mark Ochieng,174,68
Vicente Gatica,173,69
Mark Timlin,175,64
Dominic Oduro,166,65
Zakaria Messoudi,178,72
Harry Cornick,180,84
Bryan Cubillos,173,68
William Cuesta,195,87
Santiago Rodas,185,75
Cameron Dawson,182,69
Tom Beere,181,74
Brayan Camilo Reyes,169,63
Peter McGlynn,180,73
Jordan Cranston,180,79
Filippo Berra,184,80
Lazar Petkovic,191,72
John Hall,195,83
Casper Höjer Nielsen,183,77
Gwon Jin Yeong,180,72
Julian Büscher,178,77
Charlie Grainger,182,70
Joseph Chalmers,178,72
Kieran Wallace,186,75
Murtadha Al Burayh,180,70
Areli Hernández,175,72
Casper Nielsen,183,73
Lasse Nilsen,178,64
Ivan Lucic,193,92
Mitch Oxborrow,180,60
Kwabena Appiah,180,70
Michael Barker,180,75
John Kavanagh,176,70
Pierce Sweeney,178,80
Shay McCartan,178,74
Danny Morrissey,177,71
Hugh Douglas,191,85
Clément Diop,185,75
Frederik Due,187,81
Remi Matthews,184,78
Kevin Devaney,179,70
Aaron Amadi-Holloway,188,83
Alexander Lundin,187,86
John Sullivan,188,84
Yusuf Mersin,192,78
David Cawley,178,76
Marc Warren,172,68
Eoin Wearen,185,72
Shinichiro Kawamata,188,86
Ahmed Al Suhail,177,72
Danny Andrew,180,72
Scot Bennett,178,81
Gabriel Sava,189,87
Gauthier Pinaud,177,71
Paul Sinnott,182,76
Karl Moore,171,68
Bartłomiej Sielewski,190,84
Ivan Necevski,190,90
Marco Perchtold,183,75
Tomislav Arčaba,187,79
Yang Dong Won,188,82
Mateusz Bąk,186,85
David Pipe,175,77
Steve Collis,185,83
Daniel Andersson,187,85
Mike da Fonte,184,77
Lee You Hyeon,179,72
Lim Min Hyeok,186,79
Matt Bersano,185,84
Kevin Lankford,180,75
Julien Masson,180,75
Danny Deakin,175,70
Nicolás Astete,180,78
Matej Dekovic,188,82
Aleksandr Bukachev,173,64
Renat Fayzulin,180,73
Moisés Galé,181,75
Miguel Ortega,193,74
Kei Chinen,177,71
Carlos Rojas,177,71
Daniel Muñoz,178,72
Cristian Carletti,185,84
Marko Pejić,174,70
Alberto Dossena,188,77
Katsuya Nagato,172,71
Jerónimo Pourtau,185,79
Tin Plavotic,197,96
Berat Delihasan,172,67
Evans Osei,178,74
Christian Stark,182,78
Egor Chernyshov,174,65
